('http://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu#alert', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu#alert', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu#menu', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu#menu', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu#menu', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu#menu', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu#skip_content', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu#skip_content', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu#skip_content', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu#skip_content', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu#skip_content', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu#skip_content', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu#skip_content', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu#skip_content', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu#alert', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu#alert', 'EMAIL', 'contactus@cs.jhu.edu')
